City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
263,port alfred,-33.5906,26.891,17.88,95,4,0.45,ZA,1702331784
264,valley city,46.9233,-98.0032,-1.71,86,20,7.72,US,1702331818
265,merizo village,13.2658,144.6691,27.85,88,49,6.51,GU,1702331819
266,wailua homesteads,22.0669,-159.378,27.24,83,20,4.12,US,1702331730
267,puerto deseado,-47.7503,-65.8938,11.64,77,79,5.71,AR,1702331819
268,edmundston,47.3737,-68.3251,1.13,83,100,7.72,CA,1702331819
269,kearney,40.6995,-99.0815,13.31,37,0,5.14,US,1702331820
270,mariehamn,60.0973,19.9348,-1.77,86,100,5.14,AX,1702331820
271,tomiya,38.3931,140.8861,5.66,95,100,5.02,JP,1702331747
272,mary,37.0,62.5,5.2,40,100,4.81,TM,1702331821
273,new shagunnu,10.3396,4.4688,25.43,32,0,4.78,NG,1702331821
274,papao,-17.75,-149.55,28.7,78,90,10.98,PF,1702331692
275,catalhoyuk,37.6685,32.8269,4.12,88,75,1.59,TR,1702331822
276,barbastro,42.0356,0.1269,12.3,84,66,1.08,ES,1702331822
277,lakota,5.8528,-5.6883,23.65,92,45,1.09,CI,1702331822
278,belyy yar,53.6039,91.3903,-34.06,68,54,0.0,RU,1702331730
279,kruisfontein,-34.0033,24.7314,16.05,86,1,2.97,ZA,1702331710
280,sabang,5.8933,95.3214,27.1,78,89,1.35,ID,1702331823
281,marsh harbour,26.5412,-77.0636,23.51,81,100,8.88,BS,1702331824
282,tsiombe,-25.3,45.4833,23.97,94,78,1.14,MG,1702331824
283,redding,40.5865,-122.3917,19.81,48,0,2.57,US,1702331551
284,suva,-18.1416,178.4415,26.71,65,75,3.09,FJ,1702331691
285,laojunmiao,39.8333,97.7333,0.56,11,47,4.06,CN,1702331825
286,sao vicente,-23.9631,-46.3919,25.1,59,100,1.03,BR,1702331825
287,keffi,8.8486,7.8736,25.12,27,0,1.9,NG,1702331826
288,faya-largeau,17.9257,19.1043,18.8,34,0,7.68,TD,1702331826
289,eyl,7.9803,49.8164,24.92,72,76,7.64,SO,1702331594
290,novi ligure,44.7608,8.7896,12.71,93,46,0.57,IT,1702331827
291,retreat,38.8245,-85.8533,5.17,53,1,1.99,US,1702331827
292,gobabis,-22.45,18.9667,24.4,11,12,6.73,NA,1702331827
293,northam,51.0333,-4.2167,12.59,95,60,5.42,GB,1702331828
294,makurdi,7.7411,8.5121,25.95,21,0,3.02,NG,1702331828
295,tofol,5.3248,163.0078,27.88,83,75,5.14,FM,1702331619
296,ust-kamenogorsk,49.9789,82.6103,-27.04,76,75,1.0,KZ,1702331584
297,uruguaiana,-29.7547,-57.0883,29.96,54,40,3.6,BR,1702331829
298,port elizabeth,-33.918,25.5701,17.28,92,0,1.54,ZA,1702331694
299,sur,22.5667,59.5289,23.16,62,48,1.56,OM,1702331755
300,gijang,35.2442,129.2139,8.85,79,100,9.42,KR,1702331830
301,eraan,9.0629,117.7016,25.22,84,1,1.95,PH,1702331830
302,vernon,50.2581,-119.2691,4.23,90,61,0.51,CA,1702331831
303,tromso,69.6496,18.957,-1.99,86,75,4.12,NO,1702331661
304,mandan,46.8267,-100.8896,1.32,67,0,6.69,US,1702331831
305,haiku-pauwela,20.9219,-156.3051,30.01,60,20,7.2,US,1702331750
306,port moresby,-9.4431,147.1797,24.68,94,20,2.57,PG,1702331687
307,puerto quijarro,-17.7833,-57.7667,27.87,75,99,0.9,BO,1702331832
308,zubova polyana,54.0771,42.8372,-9.21,93,100,8.18,RU,1702331833
309,kot mumin,32.1895,73.028,11.58,30,0,2.6,PK,1702331833
310,upata,8.0086,-62.3989,27.33,68,45,3.06,VE,1702331834
311,hobyo,5.3505,48.5268,26.66,77,98,7.38,SO,1702331834
312,pangkalanbuun,-2.6833,111.6167,23.68,98,82,0.83,ID,1702331834
313,hutang,31.5333,119.4833,3.15,86,100,3.41,CN,1702331835
314,novoagansk,61.9449,76.6625,-30.45,94,95,2.77,RU,1702331835
315,ushtobe,45.2514,77.9838,-7.1,94,100,4.17,KZ,1702331835
316,gadzhiyevo,69.2551,33.3362,-13.17,91,94,7.98,RU,1702331829
317,as sulayyil,20.4607,45.5779,14.14,27,33,3.02,SA,1702331836
318,arinos,-15.9169,-46.1056,29.96,34,92,1.52,BR,1702331836
319,kudymkar,59.0173,54.656,-29.84,92,96,2.8,RU,1702331837
320,ulety,51.3572,112.4849,-29.84,96,40,0.76,RU,1702331837
321,alice springs,-23.7,133.8833,15.75,59,0,0.0,AU,1702331576
322,tahoua,14.8888,5.2692,21.99,30,0,3.6,NE,1702331838
323,nikko,36.75,139.6167,8.98,98,100,1.15,JP,1702331838
324,dongola,19.1667,30.4833,19.56,22,22,5.29,SD,1702331838
325,simanggang,1.2472,111.4528,22.99,100,97,0.0,MY,1702331839
326,taulaga,-11.0553,-171.0883,28.32,81,91,10.08,AS,1702331839
327,naze,28.3667,129.4833,20.51,86,95,5.31,JP,1702331829
328,margate,51.3813,1.3862,7.61,92,1,1.34,GB,1702331640
329,mount isa,-20.7333,139.5,24.87,36,0,6.17,AU,1702331594
330,tshela,-4.9833,12.9333,23.15,98,100,0.53,CD,1702331841
331,gevrai,19.2667,75.75,19.6,63,60,3.13,IN,1702331841
